AD Mathews,S Nadeem,3,4,0,0,0,0,0,7,9,0
AD Mathews,SL Malinga,0,3,0,0,1,0,0,4,9,11
AD Mathews,SP Narine,3,4,1,0,1,2,1,11,9,11
AD Mathews,SR Watson,5,1,2,0,1,0,0,9,9,8
AD Mathews,STR Binny,3,0,0,0,1,0,1,4,9,8
AD Mathews,TG Southee,0,3,0,0,1,0,0,4,9,7
AD Mathews,UT Yadav,5,9,0,0,0,1,1,15,9,0
AD Mathews,VR Aaron,1,0,0,0,0,0,1,1,9,9
AD Russell,A Mishra,1,1,0,0,0,0,0,2,0,8
AD Russell,A Nehra,1,2,0,0,0,0,0,3,0,11
AD Russell,AN Ahmed,2,1,0,0,1,1,0,5,0,6
AD Russell,AR Patel,5,4,3,0,3,2,1,17,0,8
AD Russell,Anureet Singh,1,5,2,0,4,3,0,15,0,8
AD Russell,B Brainder Sran,2,1,0,0,1,1,0,5,0,1
AD Russell,B Lee,0,1,0,0,0,0,0,1,0,11
AD Russell,BE Hendricks,0,1,0,0,1,0,0,2,0,9
AD Russell,Bipul Sharma,3,2,0,0,0,2,1,7,0,11
AD Russell,CH Morris,1,0,0,0,0,0,1,1,0,9
AD Russell,D Wiese,1,2,0,0,1,1,0,5,0,11
AD Russell,DJ Bravo,1,5,0,0,2,2,0,10,0,5
AD Russell,DS Kulkarni,2,0,1,0,2,0,0,5,0,9
AD Russell,DW Steyn,0,1,0,0,0,0,0,1,0,8
AD Russell,Gurkeerat Singh,2,0,0,0,0,0,0,2,0,11
AD Russell,HV Patel,3,1,1,0,2,1,0,8,0,11
AD Russell,Imran Tahir,3,0,0,0,1,0,1,4,0,5
AD Russell,JP Faulkner,2,3,0,0,0,0,0,5,0,9
AD Russell,KK Cooper,1,1,0,0,0,0,1,2,0,9
AD Russell,MC Henriques,1,0,0,0,0,0,0,1,0,11
AD Russell,MG Johnson,4,2,0,0,3,0,1,9,0,9
AD Russell,MM Sharma,5,1,0,0,0,0,1,6,0,11
AD Russell,NLTC Perera,6,3,0,0,3,1,0,13,0,9
AD Russell,P Negi,3,5,0,0,0,1,0,9,0,4
AD Russell,R Shukla,1,2,2,0,0,0,0,5,0,0
AD Russell,R Vinay Kumar,1,1,0,0,0,0,0,2,0,8
AD Russell,RA Jadeja,2,4,0,0,2,1,0,9,0,9
AD Russell,RG More,2,3,0,0,0,0,0,5,0,4
AD Russell,RS Bopara,2,1,0,0,1,0,1,4,0,9
AD Russell,SL Malinga,1,1,0,0,0,0,1,2,0,11
AD Russell,SP Narine,5,1,1,0,0,0,1,7,0,11
AD Russell,SR Watson,3,3,0,0,1,1,1,8,0,8
AD Russell,STR Binny,0,1,0,0,0,0,0,1,0,8
AD Russell,Sandeep Sharma,1,0,0,0,0,0,0,1,0,11
AD Russell,VR Aaron,2,1,0,0,4,2,0,9,0,9
AD Russell,YS Chahal,0,3,1,0,3,0,0,7,0,9
AG Murtaza,CH Gayle,2,0,0,0,1,0,1,3,14,5
AG Murtaza,RP Singh,0,1,0,0,0,0,0,1,14,9
AJ Finch,A Chandila,0,3,0,0,2,0,0,5,5,8
AJ Finch,A Nehra,3,2,0,0,0,0,0,5,5,11
AJ Finch,AB Dinda,1,1,0,0,1,1,0,4,5,0
AJ Finch,AN Ahmed,2,0,1,0,2,0,0,5,5,6
AJ Finch,AR Patel,0,1,0,0,0,0,0,1,5,8
AJ Finch,Anureet Singh,3,0,1,0,1,0,0,5,5,8
AJ Finch,Azhar Mahmood,4,2,1,0,2,1,0,10,5,9
AJ Finch,BW Hilfenhaus,5,1,0,0,0,0,0,6,5,8
AJ Finch,CH Morris,7,2,0,0,3,0,0,12,5,9
AJ Finch,CJ Anderson,5,1,0,0,3,0,0,9,5,6
AJ Finch,DJ Bravo,0,2,0,0,0,0,0,2,5,5
AJ Finch,DP Nannes,8,2,0,0,5,0,0,15,5,6
AJ Finch,DR Smith,2,2,1,0,1,0,0,6,5,9
AJ Finch,DS Kulkarni,8,1,1,0,0,0,1,10,5,9
AJ Finch,DW Steyn,3,1,1,0,2,0,0,7,5,8
AJ Finch,Harbhajan Singh,6,3,0,0,2,0,0,11,5,11
AJ Finch,Harmeet Singh,5,1,1,0,1,1,0,9,5,11
AJ Finch,I Sharma,3,1,0,0,1,0,0,5,5,0
AJ Finch,IC Pandey,3,4,0,0,3,0,0,10,5,0
AJ Finch,IK Pathan,7,2,3,0,5,1,1,18,5,6
AJ Finch,Imran Tahir,2,2,0,0,0,0,0,4,5,5
AJ Finch,Iqbal Abdulla,0,1,0,0,0,0,0,1,5,8
AJ Finch,JA Morkel,3,0,0,0,1,1,0,5,5,8
AJ Finch,JD Unadkat,1,6,0,0,3,2,0,12,5,8
AJ Finch,JH Kallis,2,2,0,0,0,2,1,6,5,8
AJ Finch,JJ Bumrah,6,4,2,0,0,0,0,12,5,7
AJ Finch,JP Duminy,1,4,0,0,0,1,0,6,5,0
AJ Finch,JP Faulkner,15,7,1,0,4,0,1,27,5,9
AJ Finch,KA Pollard,1,2,0,0,0,0,0,3,5,6
AJ Finch,KK Cooper,11,6,1,0,2,1,1,21,5,9
AJ Finch,KW Richardson,0,3,0,0,0,0,0,3,5,8
AJ Finch,L Balaji,7,2,0,0,1,0,2,10,5,8
AJ Finch,LR Shukla,0,1,1,0,2,1,0,5,5,7
AJ Finch,M Kartik,1,3,0,0,2,0,0,6,5,0
AJ Finch,M Morkel,9,6,0,0,1,0,1,16,5,8
AJ Finch,MA Starc,3,3,0,0,0,0,1,6,5,11
AJ Finch,MC Henriques,1,1,0,0,0,1,1,3,5,11
AJ Finch,MG Johnson,18,5,1,0,2,0,3,26,5,9
AJ Finch,MM Sharma,3,2,0,0,1,0,2,6,5,11
AJ Finch,MS Gony,2,3,0,0,3,1,1,9,5,0
AJ Finch,Mohammed Shami,6,5,1,0,2,0,0,14,5,4
AJ Finch,NLTC Perera,1,0,0,0,0,0,1,1,5,9
AJ Finch,P Awana,3,0,2,0,1,0,0,6,5,8
AJ Finch,P Kumar,6,3,0,0,1,0,0,10,5,0
AJ Finch,P Negi,1,0,0,0,0,0,1,1,5,4
AJ Finch,PP Chawla,1,6,0,0,1,0,0,8,5,8
AJ Finch,PP Ojha,6,6,0,0,3,2,0,17,5,6
AJ Finch,R Ashwin,9,9,1,0,0,1,0,20,5,8
AJ Finch,R Bhatia,3,1,3,0,1,1,1,9,5,8
AJ Finch,R Rampaul,1,0,0,0,0,0,1,1,5,11
AJ Finch,R Shukla,1,0,0,0,0,0,1,1,5,0
AJ Finch,RA Jadeja,5,12,0,0,4,1,1,22,5,9
AJ Finch,RN ten Doeschate,0,2,0,0,0,0,0,2,5,2
AJ Finch,RP Singh,11,3,0,0,3,0,0,17,5,9
AJ Finch,S Kaul,4,3,1,0,0,1,1,9,5,7
AJ Finch,S Nadeem,11,9,2,1,2,0,0,25,5,0
AJ Finch,S Sreesanth,3,1,0,0,0,1,0,5,5,0
AJ Finch,SK Raina,0,1,0,0,0,1,0,2,5,4
AJ Finch,SK Trivedi,6,7,4,0,3,0,0,20,5,0
AJ Finch,SL Malinga,8,6,3,0,0,0,1,17,5,11
AJ Finch,SMSM Senanayake,5,6,0,1,1,0,0,13,5,11
AJ Finch,SP Narine,0,0,0,0,1,0,0,1,5,11
AJ Finch,SR Watson,4,1,0,0,1,0,0,6,5,8
AJ Finch,STR Binny,1,1,0,0,0,0,1,2,5,8
AJ Finch,Sandeep Sharma,8,7,1,0,2,1,0,19,5,11
AJ Finch,Shivam Sharma,6,0,1,0,0,0,1,7,5,6
AJ Finch,TG Southee,3,1,0,0,1,0,0,5,5,7
AJ Finch,UT Yadav,9,3,2,1,3,2,1,20,5,0
AJ Finch,VR Aaron,0,3,0,0,1,0,0,4,5,9
AJ Finch,WD Parnell,3,5,0,0,0,0,0,8,5,8
AJ Finch,Yuvraj Singh,1,1,1,0,0,0,0,3,5,0
AJ Finch,Z Khan,6,0,0,0,2,0,1,8,5,11
AL Menaria,A Nehra,1,1,0,0,0,0,1,2,11,11
AM Nayar,A Ashish Reddy,0,1,1,0,1,0,0,3,2,5
AM Nayar,A Mishra,2,1,1,0,1,0,1,5,2,8
AM Nayar,AB Dinda,5,2,0,0,0,0,0,7,2,0
AM Nayar,AN Ahmed,1,1,0,0,0,0,1,2,2,6
AM Nayar,AR Patel,2,1,0,0,0,0,0,3,2,8
AM Nayar,Azhar Mahmood,3,2,1,0,1,0,0,7,2,9
AM Nayar,BW Hilfenhaus,3,1,0,0,1,0,0,5,2,8
AM Nayar,DJ Bravo,1,0,0,0,0,0,0,1,2,5
AM Nayar,DW Steyn,3,2,0,0,1,0,1,6,2,8
AM Nayar,GJ Maxwell,1,1,0,0,0,0,0,2,2,13
AM Nayar,Harbhajan Singh,0,2,0,0,0,0,0,2,2,11
AM Nayar,I Sharma,1,1,1,0,0,0,0,3,2,0
AM Nayar,IC Pandey,3,0,0,0,0,0,1,3,2,0
AM Nayar,M Kartik,2,0,0,0,0,0,2,2,2,0
AM Nayar,MG Johnson,6,6,1,0,2,0,0,15,2,9
AM Nayar,MM Sharma,1,2,0,0,0,0,0,3,2,11
AM Nayar,NLTC Perera,2,0,0,0,0,0,1,2,2,9
AM Nayar,P Awana,7,2,2,0,0,1,0,12,2,8
AM Nayar,P Kumar,1,3,0,0,0,0,0,4,2,0
AM Nayar,PP Chawla,2,4,1,0,1,0,0,8,2,8
AM Nayar,PP Ojha,1,1,0,0,0,0,0,2,2,6
AM Nayar,R Ashwin,1,0,0,0,0,0,1,1,2,8
AM Nayar,R Rampaul,5,1,0,0,1,0,0,7,2,11
AM Nayar,R Vinay Kumar,1,1,0,0,0,0,0,2,2,8
AM Nayar,RJ Harris,3,1,0,0,1,0,0,5,2,2
AM Nayar,SL Malinga,2,5,1,0,0,0,1,8,2,11
AM Nayar,YS Chahal,2,1,0,1,0,0,0,4,2,9
AM Rahane,A Ashish Reddy,1,1,0,0,0,0,0,2,7,5
AM Rahane,A Mishra,13,10,6,0,2,1,2,32,7,8
AM Rahane,A Nehra,10,10,1,0,7,0,0,28,7,11
AM Rahane,AB Agarkar,1,3,0,0,2,0,0,6,7,1
AM Rahane,AB Dinda,6,4,0,0,1,0,0,11,7,0
AM Rahane,AD Mathews,9,17,3,0,3,1,0,33,7,6
AM Rahane,AD Russell,2,3,0,0,2,0,0,7,7,8
AM Rahane,AR Patel,7,11,3,0,1,0,0,22,7,8
AM Rahane,Anureet Singh,5,5,0,0,0,1,1,11,7,8
AM Rahane,Azhar Mahmood,9,9,0,0,2,1,1,21,7,9
AM Rahane,B Kumar,21,8,3,0,8,0,3,40,7,11
AM Rahane,B Lee,1,1,0,0,0,0,0,2,7,11
AM Rahane,BE Hendricks,1,3,0,1,0,0,0,5,7,9
AM Rahane,BJ Rohrer,0,1,0,0,1,0,0,2,7,1
